3,0,78,true,false,false,1
3,1,137,false,true,true,1
3,2,171,false,true,true,1
3,3,196,true,false,false,1
3,4,109,false,true,true,1
3,5,153,false,false,false,1
3,6,23,false,false,true,1
3,7,70,true,true,false,1
3,8,136,true,false,false,1
3,9,172,true,true,false,1
3,10,99,false,true,false,1
3,11,101,false,false,true,1
3,12,189,false,false,true,1
3,13,119,false,false,true,1
3,14,13,false,false,true,1
3,15,52,true,false,false,1
3,16,34,true,true,false,1
3,17,83,false,true,true,1
3,18,159,false,true,true,1
3,19,85,false,false,false,1
3,20,116,true,false,false,1
3,21,90,true,false,false,1
3,22,30,true,false,true,1
3,23,38,true,false,true,1
3,24,67,false,false,true,1
3,25,198,true,true,true,1
3,26,174,true,true,false,1
3,27,155,false,true,true,1
3,28,126,true,false,true,1
3,29,142,true,false,true,1
3,30,179,false,false,false,1
3,31,27,false,false,false,1
3,32,19,false,false,true,1
3,33,159,false,true,false,1
3,34,17,false,false,false,1
3,35,159,false,false,true,1
3,36,0,true,false,false,1
3,37,5,false,false,false,1
3,38,97,false,true,true,1
3,39,91,false,false,true,1
3,40,19,false,true,false,1
3,41,86,true,false,false,1
3,42,106,true,true,true,1
3,43,187,false,true,true,1
3,44,103,false,false,false,1
3,45,138,true,false,true,1
3,46,7,false,true,true,1
3,47,196,true,true,true,1
3,48,136,true,true,true,1
3,49,4,true,false,true,1
3,50,35,false,false,true,1
3,51,48,true,false,true,1
3,52,52,true,true,true,1
3,53,85,false,true,true,1
3,54,122,true,true,true,1
3,55,21,false,false,false,1
3,56,111,false,false,false,1
3,57,183,false,false,false,1
3,58,185,false,false,true,1
3,59,108,true,false,true,1
3,60,143,false,false,true,1
3,61,115,false,false,true,1
3,62,143,false,true,false,1
3,63,93,false,false,false,1
3,64,40,true,false,false,1
3,65,84,true,true,true,1
3,66,20,true,true,true,1
3,67,181,false,true,false,1
3,68,78,true,true,true,1
3,69,49,false,false,true,1
3,70,138,true,true,false,1
3,71,52,true,true,false,1
3,72,36,true,false,false,1
3,73,29,false,true,true,1
3,74,150,true,true,false,1
3,75,141,false,false,false,1
3,76,75,false,false,false,1
3,77,16,true,false,true,1
3,78,8,true,false,false,1
3,79,61,false,true,false,1
3,80,72,true,true,false,1
3,81,147,false,false,false,1
3,82,153,false,true,false,1
3,83,141,false,true,false,1
3,84,46,true,true,false,1
3,85,42,true,false,true,1
3,86,184,true,true,false,1
3,87,49,false,true,false,1
3,88,118,true,true,false,1
3,89,182,true,true,true,1
3,90,66,true,false,true,1
3,91,166,true,true,true,1
3,92,177,false,false,true,1
3,93,150,true,true,true,1
3,94,156,true,true,true,1
3,95,178,true,false,false,1
3,96,78,true,false,true,1
3,97,134,true,true,false,1
3,98,63,false,true,false,1
3,99,76,true,true,true,1
3,100,91,false,true,true,1
3,101,157,false,true,false,1
3,102,170,true,false,false,1
3,103,117,false,true,true,1
3,104,173,false,true,true,1
3,105,21,false,true,false,1
3,106,44,true,false,true,1
3,107,13,false,true,false,1
3,108,160,true,false,false,1
3,109,160,true,true,false,1
3,110,29,false,true,false,1
3,111,127,false,false,false,1
3,112,68,true,false,true,1
3,113,161,false,false,true,1
3,114,89,false,true,false,1
3,115,134,true,false,false,1
3,116,9,false,true,true,1
3,117,78,true,true,false,1
3,118,161,false,true,false,1
3,119,20,true,true,false,1
3,120,83,false,false,false,1
3,121,162,true,false,true,1
3,122,86,true,true,true,1
3,123,130,true,true,false,1
3,124,25,false,true,true,1
3,125,56,true,false,true,1
3,126,22,true,false,false,1
3,127,62,true,true,true,1
4,0,52,true,true,false,2
4,1,20,true,true,true,2
4,2,35,false,false,true,2
4,3,44,true,false,true,2
4,4,16,true,false,true,2
4,5,89,false,true,false,2
4,6,91,false,true,true,2
4,7,159,false,false,true,2
4,8,70,true,true,false,2
4,9,155,false,true,true,2
4,10,136,true,false,false,2
4,11,150,true,true,true,2
4,12,153,false,true,false,2
4,13,138,true,false,true,2
4,14,52,true,false,false,2
4,15,19,false,false,true,2
4,16,66,true,false,true,2
4,17,56,true,false,true,2
4,18,108,true,false,true,2
4,19,198,true,true,true,2
4,20,162,true,false,true,2
4,21,38,true,false,true,2
4,22,93,false,false,false,2
4,23,29,false,true,false,2
4,24,48,true,false,true,2
4,25,117,false,true,true,2
4,26,166,true,true,true,2
4,27,17,false,false,false,2
4,28,177,false,false,true,2
4,29,61,false,true,false,2
4,30,4,true,false,true,2
4,31,34,true,true,false,2
4,32,83,false,true,true,2
4,33,49,false,false,true,2
4,34,160,true,false,false,2
4,35,179,false,false,false,2
4,36,78,true,true,true,2
4,37,0,true,false,false,2
4,38,115,false,false,true,2
4,39,150,true,true,false,2
4,40,116,true,false,false,2
4,41,134,true,true,false,2
4,42,130,true,true,false,2
4,43,118,true,true,false,2
4,44,25,false,true,true,2
4,45,161,false,false,true,2
4,46,42,true,false,true,2
4,47,182,true,true,true,2
4,48,85,false,false,false,2
4,49,174,true,true,false,2
4,50,109,false,true,true,2
4,51,185,false,false,true,2
4,52,8,true,false,false,2
4,53,159,false,true,true,2
4,54,36,true,false,false,2
4,55,97,false,true,true,2
4,56,78,true,false,false,2
4,57,23,false,false,true,2
4,58,86,true,false,false,2
4,59,153,false,false,false,2
